"action_plan_id"	"co2_target_CoM2030"	"reduction_type_CoM2030"	"emission_inventory_id"	"bei_flag"	"inventory_year"	"population_in_the_inventory_year"	"emission_measure"	"aux"	"last_mei_year"	"last_mei_population"	"last_mei_emission_measure"	"population2030"	"country"	"country_code"	"natemis_base"	"natemis.05"	"year"	"natemis_last"	"emissions.2005_fx"	"emissions.trend"	"baseline_emissions_2005"	"emis_target"	"organisation_id"	"organisation_name"
"37568"	0.403	"absolute"	"73332"	"TRUE"	2010	13611	15562.34098	"37568 2010 "	NA	NA	NA	13611	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	19205.4704840172	9290.71756506	"28204"	"Sarria"
"37574"	0.4	"absolute"	"73441"	"TRUE"	2015	1224	6624.49319	"37574 2015 "	NA	NA	NA	1224	"es"	"ESP"	295156603.747067	377629623.667267	2005	NA	1.2794212254552	NA	8475.51719516942	3974.695914	"28207"	"CASTRO CALDELAS"
"37578"	0.4	"absolute"	"73446"	"TRUE"	2010	1640	6235.35962	"37578 2010 "	NA	NA	NA	1640	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	7695.05148955699	3741.215772	"28211"	"O Páramo"
"37579"	0.4061	"absolute"	"73445"	"TRUE"	2014	14788	75245.32211	"37579 2014 "	NA	NA	NA	14788	"es"	"ESP"	279917433.235307	377629623.667267	2005	NA	1.34907504438932	NA	101511.586265637	44688.196801129	"28208"	"VILALBA"
"37587"	0.4	"absolute"	"59971"	"TRUE"	2015	5076	23985.81982	"37587 2015 "	NA	NA	NA	5076	"es"	"ESP"	295156603.747067	377629623.667267	2005	NA	1.2794212254552	NA	30687.966987652	14391.491892	"28219"	"Cerceda"
"37590"	0.4	"absolute"	"59976"	"TRUE"	2019	1081	6835.90166	"37590 2019 "	NA	NA	NA	1081	"es"	"ESP"	284259779.891855	377629623.667267	2005	NA	1.32846660125796	NA	9081.26704479384	4101.540996	"28221"	"Navia de Suarna"
"37591"	0.4113	"absolute"	"73438"	"TRUE"	2011	4309	25553.51985	"37591 2011 "	NA	NA	NA	4309	"es"	"ESP"	315224017.370293	377629623.667267	2005	NA	1.19797224468359	NA	30612.4075342711	15043.357135695	"28222"	"A Fonsagrada"
"37637"	0.407	"absolute"	"82386"	"TRUE"	2005	31538	93962.446	"37637 2005 "	NA	NA	NA	31538	"si"	"SVN"	20311208.424897	20311208.424897	2005	NA	1	NA	93962.446	55719.730478	"28242"	"NOVA GORICA"
"37681"	0.4	"absolute"	"58618"	"TRUE"	2019	26655	95055.84	"37681 2019 "	NA	NA	NA	26655	"hu"	"HUN"	56873825.6458282	63430579.2513105	2005	NA	1.11528596029944	NA	106014.44379647	57033.504	"28282"	"Szentes"
"37694"	0.55	"absolute"	"85423"	"TRUE"	2005	42797	357099.7640794	"37694 2005 "	2019	49783	266457.99975539	49783	"es"	"ESP"	377629623.667267	377629623.667267	2005	284259779.891855	1	1.75274756554141	357099.7640794	160694.89383573	"28284"	"Eivissa"
"37695"	0.4	"absolute"	"57908"	"TRUE"	2010	66259	176210.22837	"37695 2010 "	2019	66140	163833.48329	66140	"es"	"ESP"	305996198.976212	377629623.667267	2005	284259779.891855	1.23409906701692	1.92896506833391	217460.878430256	105726.137022	"28293"	"SAGUNTO"
"37700"	0.4	"absolute"	"56502"	"TRUE"	2016	86619	244879.28566	"37700 2016 "	NA	NA	NA	86619	"ua"	"UKR"	217672282.291424	305653820.58122	2005	NA	1.40419265771287	NA	343857.694949744	146927.571396	"28295"	"Bakhmut TC"
"37701"	0.3353	"absolute"	"56577"	"TRUE"	2015	21889	67632.9032	"37701 2015 "	NA	NA	NA	21889	"ua"	"UKR"	204407494.994203	305653820.58122	2005	NA	1.49531611152462	NA	101132.569824145	44955.59075704	"28294"	"Tulchyn territorial community"
"37751"	0.4	"absolute"	"74336"	"TRUE"	2012	76879	200154.6084	"37751 2012 "	NA	NA	NA	76879	"ua"	"UKR"	291119457.72894	305653820.58122	2005	NA	1.04992576918652	NA	210147.481180597	120092.76504	"28308"	"Korosten AC"
"37761"	0.45	"per_capita"	"81768"	"TRUE"	2005	4893	17071.895	"37761 2005 "	NA	NA	NA	5933	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	17071.895	11385.2757345698	"28325"	"La Canonja"
"37763"	0.4	"per_capita"	"81769"	"TRUE"	2005	5608	35424.17	"37763 2005 "	NA	NA	NA	7447	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	35424.17	28224.3716822397	"28327"	"Constantí"
"37769"	0.44	"absolute"	"59956"	"TRUE"	2008	102334	529540.051	"37769 2008 "	2018	102135	435124.184	102135	"it"	"ITA"	496269954.012513	506738030.205241	2005	379341996.602236	1.02109351192449	1.76438638594806	540709.910380263	296542.42856	"26665"	"Unione dei Comuni della Bassa Romagna"
"37875"	0.4	"absolute"	"56738"	"TRUE"	2015	1759407	6109182.6278	"37875 2015 "	2020	1750216	6268999.8354	1750216	"hu"	"HUN"	55556062.9734847	63430579.2513105	2005	55447440.6386396	1.14173999841537	1.99804481583051	6975098.16378356	3665509.57668	"11938"	"Budapest"
"37878"	0.4	"absolute"	"82132"	"TRUE"	2021	122982	483906.55	"37878 2021 "	NA	NA	NA	122982	"es"	"ESP"	257085265.286208	377629623.667267	2005	NA	1.4688886321309	NA	710804.830308682	290343.93	"11624"	"Algeciras"
"37896"	0.4	"absolute"	"85619"	"TRUE"	2013	72639	223811.691	"37896 2013 "	NA	NA	NA	72639	"hu"	"HUN"	53278333.1380743	63430579.2513105	2005	NA	1.19055112116451	NA	266459.259649774	134287.0146	"28395"	"Kertváros 16th district of Budapest"
"37897"	0.44	"per_capita"	"56767"	"TRUE"	2002	3451	18467.566	"37897 2002 "	2017	3638	13182.39015	3820	"it"	"ITA"	462689082.861438	506738030.205241	2005	385514006.689553	1.09520204598602	1.83320316162507	20225.7160675818	11447.6433460446	"14504"	"Montaione"
"37903"	0.4	"absolute"	"56776"	"TRUE"	2005	12705	43524.7287	"37903 2005 "	2016	13652	37011.21824	13652	"it"	"ITA"	506738030.205241	506738030.205241	2005	387504042.816742	1	1.76470290311503	43524.7287	26114.83722	"13002"	"Alzano Lombardo"
"37956"	0.55	"absolute"	"56849"	"TRUE"	2008	8541	27038.11857	"37956 2008 "	NA	NA	NA	8541	"ro"	"ROU"	113829895.065111	110288120.185715	2005	NA	0.96888537165592	NA	26196.8375595713	12167.1533565	"13817"	"Zlatna"
"37969"	0.4	"absolute"	"84977"	"TRUE"	2008	6052	24494.19361	"37969 2008 "	NA	NA	NA	6052	"ro"	"ROU"	113829895.065111	110288120.185715	2005	NA	0.96888537165592	NA	23732.0658792369	14696.516166	"28416"	"Abrud"
"37971"	0.4	"absolute"	"84979"	"TRUE"	2008	4653	17749.43263	"37971 2008 "	NA	NA	NA	4653	"ro"	"ROU"	113829895.065111	110288120.185715	2005	NA	0.96888537165592	NA	17197.1656303993	10649.659578	"28419"	"Baia de Arie<U+0219>"
"37982"	0.4	"absolute"	"84978"	"TRUE"	2008	8320	36147.92651	"37982 2008 "	NA	NA	NA	8320	"ro"	"ROU"	113829895.065111	110288120.185715	2005	NA	0.96888537165592	NA	35023.1972112322	21688.755906	"28423"	"Câmpeni"
"37998"	0.4	"absolute"	"82379"	"TRUE"	2011	15344	139256.6109	"37998 2011 "	2019	15660	116203.2214	15660	"be"	"BEL"	108342135.196131	117369420.864825	2005	105894665.51664	1.08332202104336	1.97740980759646	150859.753163837	83553.96654	"28431"	"Kruisem"
"38011"	0.4	"absolute"	"56979"	"TRUE"	2005	5506	20948.43439	"38011 2005 "	2017	6223	16499.03178	6223	"it"	"ITA"	506738030.205241	506738030.205241	2005	385514006.689553	1	1.76077575336789	20948.43439	12569.060634	"14922"	"Ceggia"
"38013"	0.5866	"absolute"	"76293"	"TRUE"	2010	4537	8202.44947	"38013 2010 "	NA	NA	NA	4537	"es"	"ESP"	305996198.976212	377629623.667267	2005	NA	1.23409906701692	NA	10122.6352381804	3390.892610898	"28438"	"ALGORFA"
"38018"	0.4	"absolute"	"58968"	"TRUE"	2017	62389	110945.81229	"38018 2017 "	NA	NA	NA	62389	"es"	"ESP"	305966853.817478	377629623.667267	2005	NA	1.23421742896549	NA	136931.255199051	66567.487374	"28452"	"ZAMORA"
"38030"	0.4	"absolute"	"58836"	"TRUE"	2015	24850	144822.284	"38030 2015 "	NA	NA	NA	24850	"hu"	"HUN"	55556062.9734847	63430579.2513105	2005	NA	1.14173999841537	NA	165349.39430467	86893.3704	"28460"	"Budapest I. Kerületi Budavári Önkormányzat"
"38031"	0.55	"absolute"	"57005"	"TRUE"	2006	5579	36108.357	"38031 2006 "	2019	6389	31226.789	6389	"be"	"BEL"	116542964.970968	117369420.864825	2005	105894665.51664	1.00709142670313	1.90863198429026	36364.4167670361	16248.76065	"16784"	"Braives"
"38032"	0.5701	"absolute"	"57219"	"TRUE"	2006	30854	92094.06314	"38032 2006 "	NA	NA	NA	30854	"hr"	"HRV"	26707447.7707699	26873027.7342366	2005	NA	1.00619976737904	NA	92665.0249084588	39591.237743886	"13672"	"Koprivnica"
"38033"	0.615	"absolute"	"57007"	"TRUE"	2011	8478	26755.48697	"38033 2011 "	NA	NA	NA	8478	"hr"	"HRV"	24489606.6979646	26873027.7342366	2005	NA	1.09732377761992	NA	29359.4320339809	10300.86248345	"16830"	"Ludbreg"
"38034"	0.555	"absolute"	"57008"	"TRUE"	2014	11246	25380.66459	"38034 2014 "	NA	NA	NA	11246	"hr"	"HRV"	21090675.5978531	26873027.7342366	2005	NA	1.27416628308351	NA	32339.1870628296	11294.39574255	"18916"	"Matulji"
"38035"	0.5562	"absolute"	"57009"	"TRUE"	2010	46946	153779.35928	"38035 2010 "	NA	NA	NA	46946	"hr"	"HRV"	25016194.2080233	26873027.7342366	2005	NA	1.07422526027631	NA	165193.672247682	68247.279648464	"16168"	"Varaždin"
"38041"	0.43	"absolute"	"57028"	"TRUE"	2006	12694	83466.673	"38041 2006 "	2017	13643	83169.992	13643	"be"	"BEL"	116542964.970968	117369420.864825	2005	106285840.966735	1.00709142670313	1.91198847560822	84058.5707937339	47576.00361	"15748"	"Wanze"
"38046"	0.568	"absolute"	"57032"	"TRUE"	2012	13686	38843.11724	"38046 2012 "	NA	NA	NA	13686	"hr"	"HRV"	22953811.9163033	26873027.7342366	2005	NA	1.17074357114295	NA	45475.329791882	16780.22664768	"27574"	"Slatina"
"38053"	0.4	"absolute"	"57056"	"TRUE"	2007	236858	1689204.440687	"38053 2007 "	2018	261483	1405663.173995	261483	"be"	"BEL"	113326883.690738	117369420.864825	2005	106958136.960349	1.03567147566785	1.94380197775694	1749460.85579099	1013522.6644122	"11587"	"Gent"
"38058"	0.5	"absolute"	"57067"	"TRUE"	2004	2161932	8296259.26	"38058 2004 "	NA	NA	NA	2161932	"fr"	"FRA"	430466581.225773	435418388.684436	2005	NA	1.01150334932984	NA	8391694.02839872	4148129.63	"11794"	"Paris"
"38083"	0.401	"absolute"	"57153"	"TRUE"	2011	12324	50832.111	"38083 2011 "	NA	NA	NA	12324	"it"	"ITA"	442067122.078198	506738030.205241	2005	NA	1.14629205588287	NA	58268.4450230563	30448.434489	"18094"	"Borgo San Dalmazzo"
"38094"	0.421	"absolute"	"77784"	"TRUE"	2012	51356	295868.1793471	"38094 2012 "	NA	NA	NA	51356	"gr"	"GRC"	86225270.2173288	106864748.526955	2005	NA	1.23936693103547	NA	366689.237428467	171307.675841971	"28502"	"Elliniko-Argyroupoli"
"38139"	0.4	"absolute"	"85574"	"TRUE"	2019	12101	60990.775966	"38139 2019 "	NA	NA	NA	12101	"it"	"ITA"	372172490.867094	506738030.205241	2005	NA	1.36156766725191	NA	83043.0685559104	36594.4655796	"28512"	"Barberino Tavarnelle"
"38140"	0.4	"absolute"	"74314"	"TRUE"	2011	2076	7885.89391	"38140 2011 "	NA	NA	NA	2076	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	8542.96252831472	4731.536346	"28519"	"Horebeke"
"38141"	0.56	"absolute"	"77766"	"TRUE"	2011	97235	572304.16428	"38141 2011 "	2015	98376	587420.704	98376	"be"	"BEL"	108342135.196131	117369420.864825	2005	107961286.409281	1.08332202104336	1.996484758343	619989.70389934	251813.8322832	"14290"	"Leuven"
"38160"	0.43	"absolute"	"57236"	"TRUE"	2005	16306	57950.51237	"38160 2005 "	2010	17254	55758.555104	17254	"it"	"ITA"	506738030.205241	506738030.205241	2005	457870049.406016	1	1.90356362087244	57950.51237	33031.7920509	"11960"	"Bareggio"
"38165"	0.8	"absolute"	"74617"	"TRUE"	2015	140043	551173.5076	"38165 2015 "	NA	NA	NA	140043	"no"	"NOR"	44032383.014652	40674966.1718261	2005	NA	0.923751189171192	NA	509147.183085157	110234.70152	"11861"	"Stavanger"
"38169"	0.4	"absolute"	"79112"	"TRUE"	2016	32483	97378.00156	"38169 2016 "	NA	NA	NA	32483	"ua"	"UKR"	217672282.291424	305653820.58122	2005	NA	1.40419265771287	NA	136737.474813304	58426.800936	"28503"	"Mostyska"
"38174"	0.4	"absolute"	"57269"	"TRUE"	2011	81062	457773.19967	"38174 2011 "	NA	NA	NA	81062	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	495915.78784599	274663.919802	"17944"	"Aalst"
"38205"	0.4	"absolute"	"57323"	"TRUE"	2012	10960	48486.13	"38205 2012 "	NA	NA	NA	10960	"be"	"BEL"	108108631.362973	117369420.864825	2005	NA	1.08566188827939	NA	52639.5434511597	29091.678	"18825"	"Berlaar"
"38212"	0.4	"absolute"	"82364"	"TRUE"	2010	5606	53310.45757165	"38212 2010 "	NA	NA	NA	5606	"cz"	"CZE"	126531347.04042	131079393.170079	2005	NA	1.03594402680473	NA	55226.6500875779	31986.27454299	"28541"	"Františkovy Lázne"
"38216"	0.4	"absolute"	"78471"	"TRUE"	2006	13456	12865.183	"38216 2006 "	NA	NA	NA	13456	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	12956.4155022669	7719.1098	"28550"	"Esneux"
"38217"	0.55	"absolute"	"79618"	"TRUE"	2005	8671	62495.665792	"38217 2005 "	NA	NA	NA	8671	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	62495.665792	28123.0496064	"28551"	"Alaior"
"38218"	0.55	"absolute"	"79580"	"TRUE"	2005	7440	25852.571618586	"38218 2005 "	NA	NA	NA	7440	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	25852.571618586	11633.6572283637	"28553"	"Es Castell"
"38234"	0.4	"absolute"	"57369"	"TRUE"	2011	11886	96741.448	"38234 2011 "	2018	12500	90647.078	12500	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	104802.140966021	58044.8688	"17978"	"Olen"
"38235"	0.4	"absolute"	"57370"	"TRUE"	2011	9819	43304.74	"38235 2011 "	2018	10332	32160.78	10332	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	46912.9784575572	25982.844	"17894"	"Meerhout"
"38236"	0.4	"absolute"	"57371"	"TRUE"	2011	19954	168788.3198	"38236 2011 "	NA	NA	NA	19954	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	182852.103734249	101272.99188	"17891"	"Hoogstraten"
"38237"	0.4	"absolute"	"57372"	"TRUE"	2011	12815	59738.347	"38237 2011 "	2018	13575	57481.4242	13575	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	64715.8668058295	35843.0082	"18009"	"Arendonk"
"38238"	0.4	"absolute"	"57373"	"TRUE"	2011	9152	51727.209	"38238 2011 "	2018	9540	54488.215	9540	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	56037.2245968122	31036.3254	"17887"	"Dessel"
"38239"	0.4	"absolute"	"57374"	"TRUE"	2011	37509	246964.973	"38239 2011 "	2018	39346	226696.107	39346	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	267542.593677279	148178.9838	"17906"	"Geel"
"38240"	0.4	"absolute"	"58632"	"TRUE"	2011	24218	162865.396	"38240 2011 "	2018	24884	150991.048	24884	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	176435.669952747	97719.2376	"17979"	"Westerlo"
"38241"	0.4	"absolute"	"57376"	"TRUE"	2011	34329	175539.498	"38241 2011 "	2018	36603	157984.29	36603	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	190165.803746297	105323.6988	"17896"	"Mol"
"38242"	0.4	"absolute"	"57378"	"TRUE"	2011	12850	50215.073	"38242 2011 "	NA	NA	NA	12850	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	54399.0943691998	30129.0438	"17897"	"Oud-Turnhout"
"38243"	0.4	"absolute"	"57379"	"TRUE"	2011	15275	62767.828	"38243 2011 "	2018	16012	64428.758	16012	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	67997.770285462	37660.6968	"17893"	"Laakdal"
"38244"	0.4	"absolute"	NA	NA	2011	40748	274130.5058	"38244 2011 "	NA	NA	NA	40748	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	296971.613572894	164478.30348	"18012"	"Turnhout"
"38245"	0.4	"absolute"	"57381"	"TRUE"	2011	2448	10597.3407	"38245 2011 "	2018	2714	9357.5908065	2714	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	11480.332544809	6358.40442	"17873"	"Baarle-Hertog"
"38246"	0.4	"absolute"	"57382"	"TRUE"	2011	21155	77135.807	"38246 2011 "	2018	22431	71019.967	22431	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	83562.9183340505	46281.4842	"17874"	"Balen"
"38247"	0.4	"absolute"	"57383"	"TRUE"	2011	23003	110934.6819	"38247 2011 "	NA	NA	NA	23003	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	120177.98379971	66560.80914	"18543"	"Beersel"
"38248"	0.4	"absolute"	"57384"	"TRUE"	2011	10925	75257.804	"38248 2011 "	2018	11130	71477.892	11130	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	81528.436328565	45154.6824	"17888"	"Grobbendonk"
"38249"	0.4	"absolute"	"57385"	"TRUE"	2011	40340	189345.65	"38249 2011 "	2018	42506	186382.815	42506	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	205122.312233769	113607.39	"17889"	"Heist-op-den-Berg"
"38250"	0.4	"absolute"	"57386"	"TRUE"	2011	26691	166197.471	"38250 2011 "	2018	28085	171637.518	28085	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	180045.380176015	99718.4826	"17972"	"Herentals"
"38251"	0.4	"absolute"	"57387"	"TRUE"	2011	8725	38498.739	"38251 2011 "	2018	8963	40421.145	8963	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	41706.5317411008	23099.2434	"17890"	"Herenthout"
"38252"	0.4	"absolute"	"57388"	"TRUE"	2011	14415	65104.755	"38252 2011 "	2018	14557	59335.755	14557	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	70529.4147661327	39062.853	"18028"	"Herselt"
"38253"	0.4	"absolute"	"57389"	"TRUE"	2011	10031	35669.888	"38253 2011 "	NA	NA	NA	10031	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	38641.9751585503	21401.9328	"18027"	"Hulshout"
"38254"	0.4	"absolute"	"57390"	"TRUE"	2011	18240	80826.852	"38254 2011 "	2018	18598	82955.485	18598	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	87561.5086632125	48496.1112	"17892"	"Kasterlee"
"38255"	0.4	"absolute"	"57391"	"TRUE"	2011	16207	66855.125	"38255 2011 "	2018	16509	63420.3	16509	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	72425.6291321064	40113.075	"17973"	"Lille"
"38256"	0.4	"absolute"	"57392"	"TRUE"	2011	8462	106407.22821	"38256 2011 "	NA	NA	NA	8462	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	115273.293518079	63844.336926	"17895"	"Merksplas"
"38257"	0.4	"absolute"	"57393"	"TRUE"	2011	21665	67116.76	"38257 2011 "	2018	22823	67420.73	22823	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	72709.0640890821	40270.056	"17986"	"Nijlen"
"38258"	0.4	"absolute"	"57394"	"TRUE"	2011	14713	93125.7823	"38258 2011 "	NA	NA	NA	14713	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	100885.21069248	55875.46938	"17899"	"Ravels"
"38259"	0.4	"absolute"	"57395"	"TRUE"	2011	10973	48759.198	"38259 2011 "	2018	11241	44761.528	11241	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	52821.9129218133	29255.5188	"17980"	"Retie"
"38260"	0.4	"absolute"	"57396"	"TRUE"	2011	11395	82664.477	"38260 2011 "	NA	NA	NA	11395	"be"	"BEL"	108342135.196131	117369420.864825	2005	NA	1.08332202104336	NA	89552.2482921323	49598.6862	"17971"	"Rijkevorsel"
"38261"	0.4	"absolute"	"57397"	"TRUE"	2011	7489	26720.441	"38261 2011 "	2018	7854	32132.862	7854	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	28946.8421472898	16032.2646	"17976"	"Vorselaar"
"38262"	0.4	"absolute"	"57398"	"TRUE"	2011	10294	31541.478	"38262 2011 "	2018	11157	29980.1731	11157	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	34169.5776936546	18924.8868	"17923"	"Vosselaar"
"38278"	0.55	"absolute"	"57438"	"TRUE"	2005	32327	181031.33178	"38278 2005 "	2009	33615	242721.759771	33615	"es"	"ESP"	377629623.667267	377629623.667267	2005	319708982.177132	1	1.8466205036362	181031.33178	81464.099301	"12801"	"Ciutadella de Menorca"
"38282"	0.55	"absolute"	"79620"	"TRUE"	2005	1409	11597.914142	"38282 2005 "	NA	NA	NA	1409	"es"	"ESP"	377629623.667267	377629623.667267	2005	NA	1	NA	11597.914142	5219.0613639	"28569"	"Es Migjorn Gran"
"38283"	0.4	"absolute"	"57442"	"TRUE"	2008	222905	834539.607	"38283 2008 "	2017	214177	683653.734	214177	"es"	"ESP"	353316332.287042	377629623.667267	2005	305966853.817478	1.06881451311023	1.86598559380749	891968.043726908	500723.7642	"14856"	"Cartagena"
"38305"	0.603	"per_capita"	"57509"	"TRUE"	1998	60668	377723.01768	"38305 1998 "	2019	72627	292147.49255	74790	"it"	"ITA"	437551286.777784	506738030.205241	2005	372172490.867094	1.15812259160969	1.85058026821918	437449.560146194	184862.070340839	"14543"	"Carpi"
"38316"	0.473	"absolute"	"57524"	"TRUE"	2010	2409	13571.0225	"38316 2010 "	NA	NA	NA	2409	"it"	"ITA"	457870049.406016	506738030.205241	2005	NA	1.10672893075802	NA	15019.443220718	7151.9288575	"28582"	"Unione dei Comuni Borghi e Valli D'Oltrepò"
"38338"	0.56	"per_capita"	"57542"	"TRUE"	2008	10620	45490.611	"38338 2008 "	2018	10913	42102.905	11154	"it"	"ITA"	496269954.012513	506738030.205241	2005	379341996.602236	1.02109351192449	1.76438638594806	46450.1677455808	21022.3164822373	"17915"	"MEDESANO"
"38342"	0.4	"absolute"	"57561"	"TRUE"	2008	31681	88534.7800033	"38342 2008 "	NA	NA	NA	31681	"es"	"ESP"	353316332.287042	377629623.667267	2005	NA	1.06881451311023	NA	94627.2577825485	53120.86800198	"13214"	"La Vall d'Uixó"
"38343"	0.4026	"absolute"	"60787"	"TRUE"	2012	97603	541008.0629093	"38343 2012 "	NA	NA	NA	97603	"it"	"ITA"	430899169.448558	506738030.205241	2005	NA	1.17600140852844	NA	636226.244006582	323198.216782016	"12563"	"Cesena"
"38371"	0.4	"absolute"	"60531"	"TRUE"	2008	70018	537193.728	"38371 2008 "	2017	73996	307755.895	73996	"it"	"ITA"	496269954.012513	506738030.205241	2005	385514006.689553	1.02109351192449	1.77682318579342	548525.030307329	322316.2368	"16453"	"Unione Reno Galliera"
"38393"	0.4	"absolute"	"57696"	"TRUE"	2006	25140	123079.939	"38393 2006 "	2017	26166	106707.029	26166	"be"	"BEL"	116542964.970968	117369420.864825	2005	106285840.966735	1.00709142670313	1.91198847560822	123952.751366045	73847.9634	"19372"	"Flémalle"
"38401"	0.58	"absolute"	"57703"	"TRUE"	2011	1075	3448.37639	"38401 2011 "	2017	964	1751.0271	964	"it"	"ITA"	442067122.078198	506738030.205241	2005	385514006.689553	1.14629205588287	1.87207120239392	3952.84646155105	1448.3180838	"16347"	"Blufi"
"38407"	0.4	"absolute"	"57705"	"TRUE"	2006	60740	226834.4565	"38407 2006 "	2017	64157	206399.1481	64157	"be"	"BEL"	116542964.970968	117369420.864825	2005	106285840.966735	1.00709142670313	1.91198847560822	228443.036422015	136100.6739	"17481"	"Seraing"
"38411"	0.41	"absolute"	"57729"	"TRUE"	2006	8195	49320.9998335	"38411 2006 "	NA	NA	NA	8195	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	49670.7560887445	29099.389901765	"28660"	"Bertrix"
"38412"	0.4	"absolute"	"57707"	"TRUE"	2011	17139	83073.028	"38412 2011 "	2018	17937	223489.223	17937	"be"	"BEL"	108342135.196131	117369420.864825	2005	106958136.960349	1.08332202104336	1.98722566955805	89994.8405871516	49843.8168	"17970"	"Beerse"
"38414"	0.4	"absolute"	"82374"	"TRUE"	2012	13290	73290.751695724	"38414 2012 "	NA	NA	NA	13290	"cz"	"CZE"	121960643.179849	131079393.170079	2005	NA	1.07476797229401	NA	78770.5525879168	43974.4510174344	"28328"	"Ceský Krumlov"
"38424"	0.53	"absolute"	"57727"	"TRUE"	2008	13627	129090.38	"38424 2008 "	2018	14716	110269.485	14716	"it"	"ITA"	496269954.012513	506738030.205241	2005	379341996.602236	1.02109351192449	1.76438638594806	131813.349469867	60672.4786	"14841"	"Collecchio"
"38432"	0.4	"absolute"	NA	NA	2004	34566	67936.431919	"38432 2004 "	2018	35855	99769.6798	35855	"fr"	"FRA"	430466581.225773	435418388.684436	2005	377403677.326225	1.01150334932984	1.87673165301602	68717.9284275873	40761.8591514	"12052"	"Echirolles"
"38434"	0.4	"absolute"	"85278"	"TRUE"	2010	18514	62304.813	"38434 2010 "	NA	NA	NA	18514	"cz"	"CZE"	126531347.04042	131079393.170079	2005	NA	1.03594402680473	NA	64544.2988685357	37382.8878	"28688"	"LAG Hradecky venkov"
"38464"	0.45	"absolute"	"59236"	"TRUE"	2006	4619	27298.8980452	"38464 2006 "	NA	NA	NA	4619	"be"	"BEL"	116542964.970968	117369420.864825	2005	NA	1.00709142670313	NA	27492.4861797639	15014.39392486	"28707"	"Libin"
"38548"	0.51	"absolute"	"57855"	"TRUE"	2005	23957	209382.84738	"38548 2005 "	2009	25318	191940.80512	25318	"it"	"ITA"	506738030.205241	506738030.205241	2005	448626295.852955	1	1.88532193976294	209382.84738	102597.5952162	"17710"	"Fidenza"
